,0,1,2,3,4,5
11184,-2.0,-3.0,-5.0,0.0,2.0,0.0
15466,2.0,2.0,2.0,0.0,4.0,0.0
18483,9.0,9.0,8.0,0.0,15.0,2.0
14251,0.0,3.0,2.0,0.0,3.0,0.0
9586,12.0,9.0,-9.0,12.0,3.0,-6.0
34758,-5.0,-3.0,-5.0,-5.0,2.0,-3.0
18526,2.0,1.0,3.0,2.0,0.0,1.0
29358,2.0,2.0,2.0,0.0,4.0,0.0
12100,6.0,6.0,6.0,0.0,12.0,0.0
18332,-3.0,-3.0,-2.0,1.0,3.0,0.0
38854,6.0,4.0,-3.0,3.0,3.0,6.0
19903,6.0,4.0,2.0,6.0,-4.0,6.0
17875,3.0,4.0,3.0,1.0,3.0,4.0
51850,2.0,2.0,2.0,0.0,4.0,0.0
46675,0.0,4.0,4.0,12.0,0.0,16.0
51951,-25.0,-25.0,5.0,10.0,-5.0,-15.0
46553,2.0,2.0,8.0,0.0,4.0,-4.0
41725,6.0,6.0,6.0,0.0,12.0,0.0
47410,4.0,4.0,1.0,2.0,1.0,3.0
47132,4.0,4.0,1.0,2.0,1.0,3.0
48841,2.0,2.0,2.0,0.0,4.0,0.0
20347,6.0,9.0,5.0,6.0,12.0,6.0
39039,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
10077,-8.0,-8.0,-6.0,-2.0,2.0,0.0
45223,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
38552,14.0,14.0,8.0,4.0,14.0,6.0
29073,20.0,20.0,16.0,0.0,28.0,8.0
24384,12.0,9.0,-9.0,12.0,3.0,-6.0
47943,10.0,10.0,3.0,9.0,7.0,10.0
11293,7.0,4.0,8.0,7.0,2.0,4.0
22191,1.0,1.0,4.0,0.0,2.0,-2.0
41337,2.0,20.0,8.0,-12.0,25.0,18.0
22869,0.0,-2.0,8.0,-6.0,0.0,0.0
41950,6.0,8.0,6.0,2.0,6.0,8.0
22013,0.0,1.0,3.0,0.0,0.0,1.0
48611,0.0,0.0,0.0,0.0,0.0,0.0
38862,4.0,4.0,1.0,5.0,1.0,1.0
22216,1.0,1.0,4.0,0.0,0.0,1.0
22499,7.0,6.0,3.0,4.0,-2.0,6.0
22839,0.0,1.0,3.0,0.0,0.0,1.0
29283,3.0,3.0,-2.0,1.0,5.0,2.0
22516,6.0,8.0,8.0,10.0,6.0,4.0
52250,15.0,15.0,12.0,0.0,21.0,6.0
46465,2.0,2.0,2.0,0.0,4.0,0.0
1308,0.0,-9.0,6.0,0.0,-6.0,0.0
16751,11.0,6.0,-10.0,6.0,7.0,9.0
49468,5.0,8.0,9.0,3.0,0.0,6.0
28634,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
22789,2.0,4.0,-2.0,1.0,2.0,0.0
22491,15.0,15.0,0.0,9.0,0.0,9.0
21379,5.0,5.0,3.0,4.0,5.0,5.0
13186,-2.0,-3.0,-5.0,0.0,2.0,0.0
38494,2.0,5.0,3.0,2.0,6.0,2.0
26378,-8.0,-3.0,-10.0,-6.0,0.0,-8.0
28298,5.0,4.0,0.0,2.0,1.0,3.0
42508,3.0,3.0,1.0,0.0,3.0,3.0
25206,6.0,6.0,6.0,0.0,12.0,0.0
42095,-15.0,-15.0,-9.0,-3.0,0.0,-6.0
40251,10.0,8.0,0.0,4.0,2.0,6.0
24432,20.0,20.0,5.0,10.0,5.0,15.0
19783,3.0,3.0,1.0,0.0,3.0,3.0
44067,10.0,10.0,3.0,5.0,7.0,7.0
50447,-6.0,6.0,0.0,-8.0,8.0,8.0
15337,-5.0,-5.0,1.0,2.0,-1.0,-3.0
24898,15.0,3.0,0.0,0.0,27.0,0.0
18605,-5.0,-3.0,5.0,-5.0,-5.0,-5.0
24873,3.0,3.0,2.0,0.0,3.0,2.0
39938,8.0,2.0,0.0,4.0,-3.0,4.0
39676,-6.0,-9.0,-15.0,0.0,6.0,0.0
24206,-15.0,-9.0,-15.0,-15.0,6.0,-9.0
8273,-4.0,-4.0,8.0,-8.0,24.0,-4.0
49758,-20.0,-20.0,-5.0,-10.0,0.0,-5.0
44653,-2.0,-6.0,-6.0,0.0,-6.0,-4.0
42304,4.0,4.0,4.0,0.0,8.0,0.0
24641,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
24906,-14.0,-4.0,-12.0,-20.0,13.0,-11.0
23673,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
39788,6.0,6.0,3.0,6.0,9.0,6.0
46159,0.0,0.0,0.0,0.0,0.0,0.0
47386,-3.0,3.0,0.0,-4.0,4.0,4.0
24533,2.0,4.0,-2.0,1.0,2.0,0.0
23630,-3.0,0.0,2.0,-3.0,1.0,-4.0
14440,13.0,13.0,5.0,8.0,7.0,11.0
26016,-3.0,3.0,0.0,-4.0,4.0,4.0
48877,-6.0,-9.0,-15.0,0.0,6.0,0.0
40756,5.0,5.0,0.0,5.0,2.0,5.0
20702,23.0,11.0,26.0,0.0,23.0,10.0
39546,5.0,5.0,-3.0,1.0,1.0,5.0
26288,4.0,3.0,3.0,4.0,2.0,1.0
27325,6.0,6.0,6.0,0.0,12.0,0.0
41716,6.0,6.0,6.0,0.0,12.0,0.0
25991,-24.0,-24.0,-12.0,-9.0,3.0,-3.0
396,5.0,4.0,3.0,3.0,2.0,3.0
45693,32.0,26.0,17.0,23.0,15.0,15.0
51408,3.0,5.0,4.0,0.0,2.0,1.0
32268,-2.0,-3.0,-5.0,0.0,2.0,0.0
52129,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
40708,9.0,15.0,12.0,0.0,6.0,3.0
32222,3.0,4.0,3.0,1.0,3.0,4.0
41863,-3.0,7.0,12.0,0.0,13.0,2.0
43522,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
43492,16.0,13.0,9.0,7.0,17.0,15.0
9222,0.0,2.0,6.0,0.0,0.0,2.0
17696,9.0,9.0,6.0,0.0,9.0,6.0
40764,4.0,4.0,1.0,2.0,1.0,3.0
51357,12.0,27.0,20.0,0.0,18.0,5.0
47630,18.0,21.0,2.0,9.0,-1.0,9.0
26794,2.0,2.0,2.0,0.0,4.0,0.0
40842,3.0,4.0,-2.0,0.0,2.0,1.0
25886,3.0,3.0,2.0,0.0,3.0,2.0
40624,4.0,4.0,2.0,4.0,6.0,4.0
27046,2.0,4.0,0.0,1.0,3.0,3.0
50014,25.0,24.0,5.0,27.0,6.0,8.0
6674,6.0,6.0,12.0,3.0,-9.0,6.0
27103,4.0,4.0,1.0,2.0,1.0,3.0
26209,4.0,4.0,1.0,2.0,1.0,3.0
25858,6.0,6.0,6.0,0.0,12.0,0.0
26297,4.0,4.0,1.0,2.0,1.0,3.0
25932,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
30605,-4.0,-4.0,-3.0,-1.0,1.0,0.0
40754,9.0,15.0,12.0,0.0,6.0,3.0
26588,2.0,2.0,1.0,2.0,3.0,2.0
52147,5.0,5.0,2.0,2.0,6.0,5.0
47261,6.0,8.0,6.0,2.0,6.0,8.0
40892,7.0,6.0,3.0,2.0,2.0,7.0
39613,15.0,15.0,-9.0,12.0,6.0,9.0
4519,5.0,4.0,0.0,2.0,1.0,3.0
26762,1.0,1.0,4.0,0.0,0.0,1.0
10907,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
25617,-8.0,-4.0,2.0,-5.0,-3.0,-7.0
26015,0.0,9.0,6.0,0.0,9.0,0.0
26780,5.0,4.0,0.0,2.0,1.0,3.0
41835,3.0,3.0,1.0,0.0,3.0,3.0
42053,7.0,7.0,-1.0,3.0,6.0,5.0
50202,4.0,2.0,3.0,5.0,2.0,3.0
16135,12.0,12.0,4.0,8.0,8.0,10.0
27856,3.0,4.0,3.0,1.0,3.0,4.0
35465,0.0,-2.0,-2.0,0.0,1.0,-1.0
46207,4.0,6.0,-4.0,2.0,5.0,5.0
17712,5.0,4.0,0.0,2.0,1.0,3.0
53723,3.0,3.0,1.0,0.0,3.0,3.0
29029,0.0,-2.0,-2.0,0.0,1.0,-1.0
10236,-2.0,-6.0,-6.0,0.0,-6.0,-4.0
41797,0.0,6.0,4.0,0.0,6.0,0.0
51641,-5.0,-8.0,-1.0,-1.0,-2.0,-2.0
28695,6.0,6.0,6.0,0.0,12.0,0.0
41588,3.0,4.0,3.0,1.0,3.0,4.0
28670,9.0,9.0,6.0,0.0,9.0,6.0
28926,4.0,3.0,3.0,4.0,2.0,1.0
41367,9.0,9.0,3.0,0.0,9.0,9.0
41839,4.0,4.0,1.0,5.0,1.0,1.0
28688,3.0,3.0,1.0,0.0,3.0,3.0
47982,7.0,6.0,1.0,4.0,4.0,5.0
19957,5.0,4.0,0.0,2.0,1.0,3.0
41755,0.0,1.0,3.0,0.0,0.0,1.0
29148,0.0,-8.0,-8.0,0.0,4.0,-4.0
28648,2.0,5.0,4.0,0.0,7.0,0.0
41593,8.0,5.0,3.0,5.0,-1.0,6.0
28715,5.0,5.0,4.0,0.0,7.0,2.0
41538,0.0,9.0,6.0,0.0,9.0,0.0
34946,7.0,7.0,4.0,4.0,4.0,6.0
41348,8.0,8.0,2.0,4.0,2.0,6.0
19778,4.0,4.0,1.0,2.0,1.0,3.0
47026,5.0,5.0,0.0,3.0,0.0,3.0
6852,7.0,9.0,6.0,3.0,10.0,6.0
27874,15.0,12.0,0.0,6.0,3.0,9.0
10753,-2.0,-3.0,-5.0,0.0,2.0,0.0
44857,3.0,3.0,1.0,0.0,3.0,3.0
28703,2.0,4.0,-2.0,1.0,2.0,0.0
14590,24.0,24.0,20.0,0.0,36.0,8.0
18706,4.0,3.0,3.0,4.0,2.0,1.0
6844,4.0,4.0,1.0,2.0,1.0,3.0
19981,6.0,6.0,6.0,0.0,12.0,0.0
51569,40.0,32.0,0.0,16.0,8.0,24.0
37553,2.0,2.0,6.0,2.0,0.0,2.0
41508,7.0,8.0,5.0,5.0,9.0,8.0
30046,8.0,8.0,3.0,3.0,4.0,7.0
6666,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
44782,4.0,2.0,-1.0,5.0,2.0,0.0
47217,12.0,6.0,9.0,3.0,6.0,9.0
48039,-3.0,-2.0,-4.0,-2.0,-2.0,-3.0
18826,6.0,6.0,6.0,0.0,12.0,0.0
21638,15.0,15.0,9.0,12.0,15.0,15.0
42765,15.0,12.0,0.0,6.0,3.0,9.0
45313,4.0,8.0,-4.0,2.0,4.0,0.0
15569,-3.0,-9.0,-9.0,0.0,-9.0,-6.0
413,2.0,2.0,4.0,1.0,0.0,1.0
35037,0.0,1.0,3.0,0.0,0.0,1.0
40972,7.0,4.0,6.0,8.0,5.0,6.0
48591,3.0,4.0,-2.0,0.0,2.0,1.0
38952,0.0,-2.0,-2.0,0.0,1.0,-1.0
30276,4.0,4.0,1.0,2.0,1.0,3.0
39512,1.0,1.0,4.0,0.0,0.0,1.0
39500,2.0,2.0,2.0,0.0,4.0,0.0
12085,17.0,17.0,14.0,0.0,25.0,6.0
41088,36.0,36.0,9.0,45.0,9.0,9.0
16945,4.0,4.0,1.0,2.0,1.0,3.0
51730,3.0,3.0,2.0,0.0,3.0,2.0
42413,-3.0,-9.0,-9.0,0.0,-9.0,-6.0
23973,3.0,4.0,3.0,1.0,3.0,4.0
13241,-6.0,-8.0,-6.0,-4.0,0.0,-2.0
10122,-5.0,-3.0,-5.0,-5.0,2.0,-3.0
40178,-16.0,-24.0,-15.0,-6.0,-12.0,-11.0
29340,2.0,2.0,1.0,2.0,3.0,2.0
43862,20.0,16.0,0.0,8.0,4.0,12.0
42100,4.0,4.0,1.0,2.0,1.0,3.0
4547,6.0,6.0,6.0,0.0,12.0,0.0
44031,4.0,4.0,1.0,5.0,1.0,1.0
47213,24.0,15.0,2.0,12.0,6.0,19.0
15268,-3.0,3.0,0.0,-4.0,4.0,4.0
15978,0.0,0.0,0.0,0.0,0.0,0.0
10003,-20.0,-20.0,-5.0,-10.0,0.0,-5.0
16326,0.0,6.0,4.0,0.0,6.0,0.0
14745,-2.0,-6.0,-6.0,0.0,-6.0,-4.0
35688,24.0,18.0,21.0,9.0,15.0,15.0
13153,26.0,23.0,7.0,7.0,12.0,19.0
16006,2.0,2.0,1.0,2.0,3.0,2.0
42164,12.0,12.0,3.0,6.0,3.0,9.0
15499,0.0,-3.0,2.0,0.0,-2.0,0.0
48473,0.0,-2.0,-2.0,0.0,1.0,-1.0
42390,10.0,10.0,-6.0,2.0,2.0,10.0
33037,-5.0,5.0,-5.0,-5.0,0.0,-5.0
31048,4.0,8.0,-2.0,0.0,2.0,2.0
9811,8.0,8.0,2.0,7.0,2.0,4.0
14569,5.0,4.0,0.0,2.0,1.0,3.0
13043,3.0,3.0,1.0,0.0,3.0,3.0
21933,5.0,4.0,0.0,2.0,1.0,3.0
32901,5.0,4.0,0.0,2.0,1.0,3.0
14479,4.0,4.0,1.0,5.0,1.0,1.0
339,-2.0,-2.0,3.0,-1.0,-3.0,1.0
14245,-10.0,-12.0,-7.0,-6.0,0.0,-3.0
28359,14.0,13.0,15.0,4.0,24.0,1.0
13264,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
40262,23.0,21.0,2.0,16.0,2.0,13.0
30319,-15.0,-9.0,-15.0,-15.0,6.0,-9.0
32582,10.0,6.0,10.0,6.0,4.0,6.0
15670,-3.0,-4.0,-4.0,-1.0,2.0,2.0
15017,-7.0,-8.0,-4.0,-4.0,-3.0,0.0
52653,-2.0,-6.0,-6.0,0.0,-6.0,-4.0
12672,7.0,8.0,0.0,3.0,4.0,6.0
30599,2.0,2.0,1.0,2.0,3.0,2.0
30669,5.0,4.0,0.0,2.0,1.0,3.0
40437,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
9754,-3.0,-5.0,3.0,-5.0,-5.0,-5.0
18582,2.0,2.0,1.0,2.0,3.0,2.0
30363,3.0,3.0,1.0,0.0,3.0,3.0
30519,4.0,4.0,1.0,5.0,1.0,1.0
35649,2.0,2.0,1.0,2.0,3.0,2.0
9500,8.0,8.0,4.0,8.0,12.0,8.0
43553,9.0,12.0,12.0,15.0,9.0,6.0
42135,2.0,2.0,1.0,2.0,3.0,2.0
18195,-4.0,-7.0,1.0,-2.0,-2.0,-1.0
30625,2.0,2.0,2.0,0.0,4.0,0.0
27168,0.0,-6.0,-6.0,0.0,3.0,-3.0
7111,2.0,1.0,3.0,2.0,0.0,1.0
30632,2.0,2.0,1.0,2.0,3.0,2.0
30979,4.0,4.0,1.0,2.0,1.0,3.0
18113,4.0,4.0,1.0,2.0,1.0,3.0
46297,2.0,2.0,1.0,2.0,3.0,2.0
42144,0.0,3.0,2.0,0.0,3.0,0.0
30357,5.0,5.0,0.0,3.0,0.0,3.0
30522,0.0,-2.0,-2.0,0.0,1.0,-1.0
48499,7.0,9.0,5.0,2.0,3.0,4.0
13912,0.0,9.0,6.0,0.0,9.0,0.0
48017,0.0,1.0,1.0,3.0,0.0,4.0
19858,13.0,9.0,-7.0,12.0,23.0,10.0
47264,6.0,8.0,1.0,3.0,4.0,6.0
19656,5.0,4.0,0.0,2.0,1.0,3.0
50762,0.0,12.0,8.0,0.0,12.0,0.0
49023,3.0,3.0,2.0,0.0,3.0,2.0
37027,5.0,4.0,0.0,2.0,1.0,3.0
18223,2.0,2.0,1.0,2.0,3.0,2.0
18221,-45.0,-47.0,-14.0,-22.0,-3.0,-13.0
41033,-4.0,-6.0,-10.0,0.0,4.0,0.0
27958,0.0,-2.0,-2.0,0.0,1.0,-1.0
24777,0.0,-3.0,-17.0,18.0,10.0,0.0
9584,5.0,4.0,0.0,2.0,1.0,3.0
19658,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
46990,4.0,4.0,1.0,2.0,1.0,3.0
20200,-12.0,-12.0,-3.0,-6.0,0.0,-3.0
47698,-6.0,-18.0,-18.0,0.0,-18.0,-12.0
46953,9.0,9.0,3.0,0.0,9.0,9.0
19000,-5.0,-3.0,5.0,-5.0,-5.0,-5.0
17477,4.0,4.0,1.0,2.0,1.0,3.0
3743,-1.0,1.0,-6.0,1.0,-4.0,-3.0
47290,0.0,2.0,-2.0,0.0,2.0,-1.0
20585,15.0,15.0,-9.0,3.0,3.0,15.0
49835,-3.0,-9.0,-9.0,0.0,-9.0,-6.0
16169,10.0,12.0,9.0,15.0,7.0,5.0
18915,12.0,12.0,3.0,15.0,3.0,3.0
24074,-3.0,-9.0,-9.0,0.0,-9.0,-6.0
14832,2.0,4.0,0.0,1.0,3.0,3.0
13143,14.0,14.0,7.0,14.0,21.0,14.0
39045,3.0,3.0,2.0,0.0,3.0,2.0
29038,15.0,12.0,0.0,6.0,3.0,9.0
39089,-12.0,-12.0,-3.0,-6.0,0.0,-3.0
51277,3.0,3.0,2.0,0.0,3.0,2.0
14819,4.0,4.0,1.0,2.0,1.0,3.0
17750,35.0,35.0,1.0,18.0,3.0,28.0
11123,-2.0,-4.0,0.0,0.0,2.0,8.0
39482,25.0,26.0,-7.0,15.0,0.0,21.0
13188,-2.0,-3.0,2.0,-3.0,-4.0,0.0
42864,3.0,4.0,3.0,1.0,3.0,4.0
25040,-36.0,-32.0,-11.0,-16.0,0.0,-13.0
42868,0.0,-4.0,-4.0,0.0,2.0,-2.0
17651,14.0,18.0,6.0,10.0,16.0,16.0
38702,0.0,-2.0,-2.0,0.0,1.0,-1.0
44742,-1.0,0.0,-2.0,13.0,14.0,6.0
46917,8.0,9.0,7.0,9.0,8.0,7.0
44668,-1.0,0.0,8.0,-1.0,-3.0,-4.0
46474,-12.0,-12.0,-3.0,-6.0,0.0,-3.0
14279,6.0,12.0,0.0,3.0,9.0,9.0
1035,5.0,4.0,0.0,2.0,1.0,3.0
42797,14.0,13.0,11.0,8.0,14.0,7.0
20308,4.0,4.0,1.0,2.0,1.0,3.0
38881,2.0,2.0,1.0,2.0,3.0,2.0
10885,2.0,2.0,1.0,2.0,3.0,2.0
18298,3.0,3.0,1.0,0.0,3.0,3.0
44720,1.0,0.0,2.0,-2.0,-4.0,-4.0
40604,10.0,9.0,3.0,6.0,6.0,8.0
42960,4.0,4.0,1.0,2.0,1.0,3.0
39595,3.0,1.0,3.0,3.0,-2.0,3.0
9883,0.0,1.0,1.0,3.0,0.0,4.0
46888,4.0,4.0,1.0,5.0,1.0,1.0
38588,5.0,5.0,0.0,3.0,0.0,3.0
49567,-3.0,-5.0,3.0,-5.0,-5.0,-5.0
21030,2.0,2.0,1.0,2.0,3.0,2.0
19058,7.0,13.0,0.0,0.0,0.0,14.0
50373,-10.0,-7.0,13.0,-13.0,-13.0,-13.0
43847,8.0,6.0,4.0,6.0,3.0,4.0
9557,5.0,5.0,3.0,4.0,5.0,5.0
5486,4.0,3.0,3.0,4.0,2.0,1.0
22617,1.0,1.0,4.0,0.0,2.0,-2.0
37656,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
5177,12.0,12.0,3.0,6.0,3.0,9.0
45015,1.0,1.0,4.0,0.0,0.0,1.0
21984,-6.0,-8.0,-6.0,-4.0,0.0,-2.0
22538,-3.0,0.0,2.0,-3.0,1.0,-4.0
38875,7.0,5.0,3.0,4.0,1.0,4.0
38842,2.0,2.0,1.0,2.0,3.0,2.0
22846,4.0,4.0,1.0,2.0,1.0,3.0
10736,15.0,12.0,0.0,6.0,3.0,9.0
13694,-2.0,-2.0,-1.0,-1.0,5.0,0.0
45546,39.0,30.0,6.0,18.0,7.0,23.0
46902,4.0,8.0,3.0,3.0,3.0,2.0
48334,1.0,1.0,4.0,0.0,0.0,1.0
40110,4.0,3.0,-3.0,4.0,1.0,-2.0
24286,-9.0,-11.0,-2.0,-1.0,-3.0,-3.0
29091,0.0,-3.0,2.0,0.0,-2.0,0.0
17766,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
1369,6.0,6.0,4.0,0.0,6.0,4.0
32762,14.0,16.0,2.0,15.0,4.0,4.0
46929,-15.0,-9.0,-15.0,-15.0,6.0,-9.0
39477,8.0,8.0,2.0,4.0,2.0,6.0
26150,-3.0,-2.0,-4.0,-2.0,-2.0,-3.0
26488,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
15030,12.0,12.0,5.0,7.0,7.0,9.0
49207,5.0,5.0,5.0,0.0,7.0,4.0
18271,13.0,12.0,2.0,12.0,3.0,5.0
19188,4.0,4.0,1.0,2.0,1.0,3.0
51317,2.0,4.0,0.0,1.0,3.0,3.0
39763,10.0,10.0,4.0,10.0,0.0,6.0
24740,6.0,6.0,2.0,0.0,6.0,6.0
35163,7.0,7.0,2.0,2.0,4.0,6.0
25331,-22.0,-24.0,-16.0,-9.0,3.0,-3.0
52485,6.0,6.0,6.0,0.0,12.0,0.0
20381,25.0,20.0,0.0,10.0,5.0,15.0
49737,4.0,4.0,1.0,2.0,1.0,3.0
23805,4.0,4.0,1.0,2.0,1.0,3.0
39794,0.0,0.0,0.0,0.0,0.0,0.0
5709,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
17283,-2.0,-3.0,-5.0,0.0,2.0,0.0
16973,0.0,-4.0,-4.0,0.0,2.0,-2.0
23869,1.0,0.0,-2.0,0.0,1.0,2.0
24780,4.0,4.0,1.0,2.0,1.0,3.0
6415,10.0,9.0,2.0,7.0,1.0,6.0
24514,4.0,4.0,1.0,2.0,1.0,3.0
40077,2.0,2.0,1.0,2.0,3.0,2.0
39930,-15.0,-9.0,-15.0,-15.0,6.0,-9.0
39754,9.0,15.0,12.0,0.0,6.0,3.0
41215,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
39836,8.0,8.0,2.0,4.0,2.0,6.0
44263,8.0,8.0,4.0,4.0,8.0,8.0
39893,4.0,2.0,6.0,4.0,0.0,2.0
39758,6.0,6.0,6.0,0.0,12.0,0.0
32444,15.0,12.0,0.0,6.0,3.0,9.0
39941,5.0,5.0,0.0,3.0,0.0,3.0
46139,5.0,5.0,2.0,5.0,0.0,3.0
22001,4.0,4.0,12.0,4.0,0.0,4.0
8466,0.0,0.0,0.0,0.0,0.0,0.0
18297,-15.0,-9.0,15.0,-15.0,-15.0,-15.0
22031,4.0,4.0,1.0,5.0,1.0,1.0
41482,1.0,1.0,4.0,0.0,0.0,1.0
22214,-22.0,-26.0,-13.0,-9.0,-5.0,-8.0
38417,0.0,2.0,-2.0,0.0,2.0,-1.0
32474,-9.0,9.0,0.0,-12.0,12.0,12.0
49841,4.0,6.0,2.0,4.0,6.0,4.0
15415,6.0,7.0,5.0,5.0,6.0,5.0
16936,3.0,3.0,1.0,0.0,3.0,3.0
3252,18.0,17.0,3.0,20.0,2.0,12.0
14488,6.0,8.0,6.0,2.0,6.0,8.0
52796,-10.0,-6.0,-10.0,-10.0,4.0,-6.0
11714,4.0,8.0,0.0,2.0,6.0,6.0
7446,5.0,4.0,0.0,2.0,1.0,3.0
38475,6.0,6.0,3.0,6.0,9.0,6.0
26597,1.0,-1.0,-1.0,-1.0,4.0,2.0
21919,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
47063,10.0,10.0,6.0,4.0,2.0,8.0
46309,-3.0,-5.0,3.0,-5.0,-5.0,-5.0
9894,-2.0,-3.0,-5.0,0.0,2.0,0.0
26344,-4.0,-4.0,-3.0,-1.0,1.0,0.0
42396,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
39257,0.0,4.0,-2.0,2.0,0.0,-4.0
38652,3.0,2.0,-1.0,0.0,9.0,2.0
3598,6.0,3.0,9.0,6.0,0.0,3.0
34566,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
25782,6.0,8.0,6.0,2.0,6.0,8.0
24221,4.0,4.0,1.0,2.0,1.0,3.0
22767,0.0,3.0,2.0,0.0,3.0,0.0
49906,-6.0,-7.0,-8.0,-1.0,3.0,0.0
40189,5.0,5.0,5.0,2.0,1.0,4.0
51744,12.0,12.0,3.0,6.0,3.0,9.0
34999,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
52155,4.0,4.0,1.0,5.0,1.0,1.0
26059,0.0,0.0,0.0,0.0,0.0,0.0
26387,3.0,3.0,1.0,0.0,3.0,3.0
40986,-2.0,-3.0,-5.0,0.0,2.0,0.0
52571,5.0,5.0,4.0,0.0,7.0,2.0
26754,1.0,1.0,4.0,0.0,0.0,1.0
13631,4.0,4.0,-1.0,4.0,1.0,2.0
28333,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
40775,-3.0,-9.0,-9.0,0.0,-9.0,-6.0
232,2.0,2.0,-4.0,1.0,3.0,-1.0
40657,5.0,5.0,0.0,5.0,1.0,3.0
49984,10.0,8.0,0.0,4.0,2.0,6.0
43020,1.0,1.0,4.0,0.0,0.0,1.0
26419,8.0,8.0,2.0,10.0,2.0,2.0
43745,5.0,4.0,0.0,2.0,1.0,3.0
30297,6.0,3.0,9.0,6.0,0.0,3.0
6646,4.0,4.0,1.0,2.0,1.0,3.0
40857,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
35577,9.0,9.0,6.0,0.0,9.0,6.0
52146,16.0,15.0,0.0,10.0,4.0,7.0
40877,21.0,27.0,6.0,18.0,9.0,18.0
25996,3.0,3.0,1.0,0.0,3.0,3.0
40777,3.0,3.0,1.0,0.0,3.0,3.0
12569,-2.0,-6.0,-6.0,0.0,-6.0,-4.0
9545,-10.0,10.0,-10.0,0.0,2.0,-6.0
53453,3.0,3.0,1.0,0.0,3.0,3.0
46566,-5.0,-5.0,-25.0,-9.0,9.0,-4.0
40102,6.0,6.0,2.0,0.0,6.0,6.0
34678,15.0,15.0,0.0,6.0,-6.0,15.0
39320,3.0,3.0,1.0,0.0,3.0,3.0
26620,2.0,2.0,1.0,2.0,3.0,2.0
41089,5.0,4.0,0.0,2.0,1.0,3.0
40245,5.0,4.0,0.0,2.0,1.0,3.0
49190,0.0,-4.0,-4.0,0.0,2.0,-2.0
27928,3.0,3.0,2.0,0.0,3.0,2.0
51281,3.0,3.0,-2.0,1.0,5.0,2.0
40921,11.0,11.0,3.0,8.0,7.0,11.0
43676,6.0,6.0,2.0,0.0,6.0,6.0
50990,4.0,4.0,1.0,5.0,1.0,1.0
41874,-4.0,-6.0,-3.0,-2.0,1.0,-2.0
39309,-5.0,5.0,-5.0,-5.0,0.0,-5.0
42827,3.0,3.0,1.0,0.0,3.0,3.0
28806,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
39550,-4.0,-6.0,-10.0,-7.0,14.0,6.0
24159,3.0,3.0,1.0,0.0,3.0,3.0
12559,3.0,3.0,1.0,0.0,3.0,3.0
24277,-3.0,-15.0,-15.0,0.0,-6.0,-9.0
9949,6.0,8.0,6.0,2.0,6.0,8.0
27763,5.0,4.0,0.0,2.0,1.0,3.0
39549,4.0,4.0,1.0,5.0,1.0,1.0
53491,30.0,24.0,0.0,12.0,6.0,18.0
46903,9.0,9.0,3.0,0.0,9.0,9.0
51344,8.0,8.0,2.0,4.0,2.0,6.0
23907,18.0,16.0,2.0,8.0,4.0,12.0
24352,30.0,27.0,9.0,18.0,18.0,24.0
23551,0.0,-4.0,-4.0,0.0,2.0,-2.0
41730,-12.0,-12.0,-3.0,-6.0,0.0,-3.0
41445,3.0,3.0,1.0,0.0,3.0,3.0
51448,25.0,25.0,0.0,19.0,0.0,13.0
24241,3.0,3.0,1.0,0.0,3.0,3.0
23887,18.0,16.0,2.0,14.0,4.0,8.0
52482,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
30549,4.0,4.0,1.0,5.0,1.0,1.0
5191,6.0,21.0,10.0,19.0,12.0,6.0
33432,0.0,3.0,3.0,9.0,0.0,12.0
52170,5.0,4.0,0.0,2.0,1.0,3.0
27719,-2.0,2.0,5.0,0.0,2.0,-1.0
39409,-1.0,-3.0,-3.0,0.0,-3.0,-2.0
25786,41.0,40.0,13.0,19.0,18.0,32.0
27861,-15.0,6.0,-9.0,-9.0,-15.0,-12.0
41502,2.0,1.0,3.0,2.0,0.0,1.0
